id,title,score,scored_by,rank,popularity,members,favorites,genres
19183,Keke Cheng Chang Riji,,,17840,27011,95,0,Comedy
19184,Mianfen Zhen de Jieri,,,18692,27640,89,0,Fantasy
19185,Hong Shizi Jie Di,,,22056,28346,82,0,
19186,Cobo Xiong,,,20794,26823,99,0,Comedy
19187,Doug de Donghua Shijie,,,21187,27161,94,0,Fantasy
19188,Dodo de Shijie,,,21076,27162,94,0,Fantasy
19189,Xiaolong Abu,,,16572,27878,87,0,"Comedy, Fantasy"
19190,Jingying Xiaozi,,,17536,28563,80,0,Fantasy
19191,Binghuo Zhi Jing,,,20350,27157,94,0,Fantasy
19192,Dahua Yueya Chuan,,,20913,28094,85,0,Comedy
19193,Hengha Bai Le Men,,,21947,28178,84,0,Comedy
19194,Fu Wawa Kaixin Youji,,,21421,27998,86,0,
19195,Hongdou Ya,,,22061,28745,78,0,
19196,Qiu Gazi,,,19787,27256,93,0,Sports
19197,Oow: Zhihui Baodian,,,19345,27974,86,0,Fantasy
19198,Shenqi de Youxi,,,14999,28081,85,0,
19199,Shenqi de Youxi: Zhihui Shaonian Zu,,,14998,28188,84,0,
19200,Huangshan Chuanqi,,,22142,28196,84,0,Fantasy
19201,Huangshan Chuanqi II,,,22143,28197,84,0,
19202,A Fu Man Youji,,,19854,25743,116,0,Fantasy
19203,A Fu Man Youji: Wuxi Renjie,,,19855,25755,115,0,Fantasy
19204,Shi Wan Ge Weisheme Juchang: Haiyang Ban,,,15038,26882,98,0,Fantasy
19205,Id:Indeed,5.45,354,12807,13426,1473,0,Comedy
19206,Tales of Crestoria Off Shot Movie,5.93,272,10651,15228,921,1,"Comedy, Fantasy"
19207,Shiroi Suna no Aquatope,7.51,54924,2008,1493,180329,1438,Drama
19208,Vivy: Fluorite Eye's Song,8.38,267285,225,411,595412,11399,"Action, Sci-Fi, Suspense"
19209,Du La Jiang Gushi: Tonghua Gushi,,,21216,28436,81,0,
19210,Odd Taxi,8.63,243842,91,510,495222,9008,"Award Winning, Drama, Mystery, Suspense"
19211,Yi Tang Gelin Tonghua Gushi,,,16913,28421,82,0,
19212,Jiaotong Qibing,,,17458,28080,85,0,
19213,Wave!! Surfing Yappe!! (TV),5.86,15505,11051,3424,52057,200,Sports
19214,Mashiro no Oto Mini,5.65,295,12075,13492,1446,1,Slice of Life
19215,Guai Hu Zaojiao Leyuan Zhi Shizi,,,21672,28696,78,0,
19216,Guai Hu Zaojiao Leyuan Shuxue,,,21670,28722,78,0,
19217,Guai Hu Zaojiao Leyuan Zhi Ren Zhi,,,21671,28614,79,0,
19218,Guai Hu Zaojiao Leyuan Zhi Yuwen,,,21673,28676,79,0,
19219,Da Nan Nan He Xiao Qilin,,,20879,27529,90,0,Comedy
19220,Caoyuan Dou Si: Dou Si Niu Yu Gui Huli,,,20536,28152,84,0,
19221,Caoyuan Dou Si: X Jiong Tegong,,,20539,27984,86,0,
19222,Caoyuan Dou Si: Shenmi Guodu,,,20537,28304,83,0,
19223,Caoyuan Dou Si: Weiji Pojin,,,20538,28153,84,0,
19224,Haha Mimi Xiu,,,21761,27675,89,0,Comedy
19225,Haha Xiong Juchang: Diming Gushi,,,21765,28035,85,0,
19226,Haha Xiong Juchang: Haidi Shijie,,,21766,28299,83,0,
19227,Haha Xiong Manyou Shijie,,,21768,28341,82,0,
19228,Haha Xiong Juchang: Zhihui Da Jiangtang,,,21767,28109,85,0,
19229,Haha Xiong Huanxiang Leyuan,,,21764,28141,84,0,
19230,Haha Xiong Tonghuashijie: Qimiao Hua Shi,,,21769,28727,78,0,
19231,Haha Xiong: Shikong Tanxian,,,21770,28702,78,0,
19232,Baobao Gushi Hui,,,20217,26910,98,0,Fantasy
19233,Kexue Tansuo Zhi Qimiao Dili,,,17878,26379,106,0,
19234,Popo Tonghua Shijie,,,19596,27223,94,0,"Adventure, Fantasy"
19235,Shenghuo Baike: Jiankang Jingsai,,,14970,28353,82,0,
19236,Xiao Buji,,,16392,28674,78,0,
19237,Qian Qian Wen,,,19706,27253,93,0,Adventure
19238,Da Jili Chedui,,,20870,25549,119,0,Comedy
19239,Xiaoming He Wang Mao,,,16584,27936,86,0,
19240,Hanbagui De Gushi,,,21817,28344,82,0,
19241,Hanbagui De Gushi: Zhengjiu Wangzi,,,21818,28473,81,0,
19242,Zhuangzi Shuo,,,17277,26067,111,0,
19243,Tian Jiang Xiaozi,,,15703,27426,91,0,"Adventure, Fantasy"
19244,Feifei De Hangye,,,21349,25944,112,0,
19245,Tiantian Xiao,,,15740,28198,84,0,
19246,Baihua Gongzhu,,,20148,26942,97,0,Fantasy
19247,Xiao Fuzi: Qi Yu Da Maoxian,,,16409,28287,83,0,Adventure
19248,Da Meng Wang Xiao Shubao,,,20878,28282,83,0,
19249,Yingxiong Qi Ge Ban,,,16941,27201,94,0,Fantasy
19250,Baobei Xianfeng,,,20231,27660,89,0,
19251,Hubi Xiaozi,,,22165,28747,78,0,
19252,Mi Duo De Tuya Riji,,,18686,26251,108,0,
19253,Qingwa Wangzi,,,19776,28114,85,0,
19254,Qingwa Wangzi: Wa Wa Tanxian Dui,,,19778,27721,88,0,
19255,Wa Wa Mofa Xuexiao,,,16063,28281,83,0,
19256,Xiaofang Jin Cheng,,,16564,26166,109,0,
19257,Jing Wei Tian Hai,,,17514,28117,84,0,Fantasy
19258,Fengxing Tianxia,,,21392,28034,85,0,"Adventure, Fantasy"
19259,Xiongmao Jiazu,,,16792,28398,82,0,Fantasy
19260,Women Xiaohai You Liliang,,,16233,28371,82,0,
19261,Konglong Weiji: Konglong Guilai,,,18022,28408,82,0,Sci-Fi
19262,Ting Ting Zhishi Chengbao Lixian Ji,,,15767,27864,87,0,Fantasy
19263,Laoshu Zhua Mao 36 Ji,,,18237,25853,114,0,Comedy
19264,Zhonghua Wuqian Nian,,,17222,28902,76,0,
19265,Shikong Ban Ye,,,15065,27308,92,0,Adventure
19266,Shi Er Shengxiao (2009),,,15015,27420,91,0,"Adventure, Fantasy"
19267,Pai Le Qi Tong,,,19429,27814,87,0,Fantasy
19268,Daming Wangchao,,,20932,28283,83,0,
19269,Jingling Ku Xiao Bei,,,17527,28200,84,0,Fantasy
19270,Zhihui Dao,,,17184,28553,80,0,
19271,An de Tie Dan An de Wa,,,19949,26908,98,0,
19272,Jiligulu Jiang Gushi,,,17487,28881,76,0,
19273,Qingsong Shifen,,,19771,28298,83,0,Comedy
19274,Tongsheng Tong Qi Kan Shijie,,,15846,26203,108,0,
19275,Shengxiao Chuanqi: Shi Er Shengxiao Zongdongyuan,,,14977,27230,93,0,
19276,Shengxiao Chuanqi: Shi Er Shengxiao Chuangjianghu,,,14975,27612,89,0,
19277,Shengxiao Chuanqi: Shi Er Shengxiao Kuaile Jie,,,14977,28519,80,0,
19278,Gang Jia Kakalong,,,21519,27374,90,0,
19279,Mo Jiao Zhentan,,,18819,27217,94,0,
19280,Mo Jiao Zhentan 2: Da Sanjiao Jihua,,,18820,27915,86,0,
19281,Mo Lin Chuanqi,,,18829,27642,89,0,Adventure
19282,Mo Lin Chuanqi: Yuangu Shenshou,,,18830,28221,84,0,Adventure
19283,Wulin Waizhuan,,,16280,27725,88,0,Comedy
19284,Chunguang Canlan Zhubajie,,,20776,27394,91,0,Fantasy
19285,Ping-pong Xuanfeng,,,19528,25556,119,1,Sports
19286,Quwei San Shi Liu Ji,,,19801,23978,155,0,Adventure
19287,Caomei Leyuan: Kuaile Shenghuo,,,20534,26833,99,0,Fantasy
19288,Caomei Leyuan: Xingfu Shiguang,,,20535,26948,97,0,Fantasy
19289,Caomei Leyuan: Binfen Mengxiang,,,20532,26712,101,0,Fantasy
19290,Caomei Leyuan: Duocai Tongnian,,,20533,26918,98,0,Fantasy
19291,Yingxiong Gushi Hui,,,16939,28225,84,0,Fantasy
19292,Xue Hai Zi: Zhengjiu Jiayuan,,,16825,27610,89,0,Fantasy
19293,Congming Baobao Xue Yingyu,,,20825,27231,93,0,
19294,Guo Guo Leyuan,,,21718,27535,90,0,Fantasy
19295,Kaka He Ta de Pengyoumen,,,17738,23876,158,0,Fantasy
19296,Alpha de Qimiao Shijie,,,19935,26117,110,0,Fantasy
19297,Gonglu Q Che Ba,,,21633,27404,91,0,Fantasy
19298,Xiongmao Zhanshi,,,16800,27570,90,0,Fantasy
19299,Yi Tang Juchang: Shuihu Zhuan,,,16914,27888,87,0,Fantasy
19300,Yi Tang Piyingxi Yang Jia Jiang,,,16918,28070,85,0,Fantasy
19301,Wo Yao Da Guizi,,,16225,27324,92,0,Comedy
19302,Sheng Shi Qibing,,,14968,26661,101,0,"Action, Adventure"
19303,Ker Lixian Ji,,,17865,27762,88,0,"Adventure, Fantasy, Sci-Fi"
19304,Chaoji YoYo,,,20628,26921,98,0,Fantasy
19305,Yi Tang Piyingxi Suitang Yanyi,,,16916,28511,81,0,
19306,Jia You Jiu Shen,,,17428,26372,106,0,
19307,Art de Qihuan Zhi Lu,,,20021,26705,101,0,"Adventure, Fantasy"
19308,Daqi He Tonghua Zhen,,,20965,24476,141,0,Fantasy
19309,Xiha Youji,,,16603,27937,86,0,Adventure
19310,Ji Dou Shi Yun Hui,,,17408,27448,91,0,Sports
19311,Senlin Li De Gushi,,,14843,27730,88,0,Fantasy
19312,Datou Chuang Tian Guan,,,20973,28128,84,0,
19313,Congming Chongwu Dan,,,20826,27488,90,0,Fantasy
19314,Congming Chongwu Dan: Qihuan Lucheng,,,20827,27831,87,0,Fantasy
19315,Qi Qu Da Shijie,,,19691,28296,83,0,
19316,Zhui Feng Shaonu,,,17282,27892,87,0,Comedy
19317,Lixian Xiao Qibing,,,18335,28503,81,0,
19318,Shuguo Wangguo Lixian Ji,,,15196,28521,80,0,Fantasy
19319,Wai Xing Tu Bang Bang,,,16076,28282,83,0,Fantasy
19320,Han Han E Yu Gaga Ya,,,21803,28837,77,0,
19321,Caihong Gui,,,20512,27955,86,0,
19322,E Bao Xiao Zhandui,,,21252,25597,118,0,
19323,Wanhuatong Li De Shijie,,,16108,26107,110,0,
19324,Douya Xiansheng,,,21194,28804,77,0,
19325,Fandou Dou,,,21324,26154,109,0,
19326,Gu Gu Dong,,,21662,28613,79,0,Fantasy
19327,Duo Lai Mi Julebu,,,21243,28182,84,0,
19328,Tian Tian Hao Haizi,,,15706,25991,112,0,
19329,Xing Mao Wenhua Da Jiangtang: Wenhua Gushi,,,16680,28417,82,0,
19330,Chongwu Zhuangyuan Jizhen Shi,,,20734,27796,87,0,Fantasy
19331,Chongwu Zhuangyuan Jizhen Shi: Xiong Boshi Di Yinmou,,,20735,27827,87,0,Fantasy
19332,Jiankang Zhiduoxing,,,17451,28818,77,0,
19333,Lan Mao You Er Yingyu 300 Ju,,,18205,27960,86,0,
19334,Sanzijing Li De Gushi,,,14785,27900,86,0,Fantasy
19335,Fei Mao Zheng Zhuan,,,21340,27266,93,0,"Comedy, Fantasy"
19336,Mike Chuanqi,,,18726,27464,91,0,Fantasy
19337,Yongzhe Xueyuan,,,16975,26477,104,0,
19338,Jin Huli He Fen Fenghuang,,,17499,26314,107,0,
19339,Ao Ao Long,,,19987,22908,192,0,Fantasy
19340,Lan Juxing He Ludou Sha,,,18204,27655,89,0,Fantasy
19341,Xingxi Baowei Zhan,,,16722,26897,98,0,Sci-Fi
19342,Mugua Mugua,,,18946,25846,114,0,
19343,Daomei Xiansheng,,,20963,26126,110,0,Comedy
19344,Qinhuangdao Chuanqi,,,19781,27570,90,0,Fantasy
19345,Xing Meng Yuan,,,16688,27883,87,0,Fantasy
19346,Cai Yunnan,,,20509,25479,120,0,
19347,Shougong Jie,,,15160,25962,112,0,
19348,Luo Cheng Biezhuan,,,18388,28238,83,0,
19349,Kaixin Hanzi,,,17726,24460,142,0,
19350,Yinyue Qi Xia,,,16947,26113,110,0,
19351,Laoying Zhu Xiao Ji: Zhi Dou Fuhao Cheng,,,18238,28759,78,0,
19352,Laoying Zhua Xiao Ji: Zhengjiu Meishi Cheng,,,18242,28724,78,0,
19353,Laoying Zhua Xiao Ji: Mowang Shijie Da Maoxian,,,18241,28873,76,0,
19354,Laoying Zhua Xiao Ji: Chengshi Huwei Dui,,,18240,28702,78,0,
19355,Dongfang Shaonian: Ji Dou Zhan Che,,,21103,27114,95,0,
19356,Zhongguo Xiongmao,,,17214,25222,124,0,
19357,Jingling Luobo Wa,,,17528,28495,81,0,
19358,Jiandao Shitou Bu,,,17441,28044,85,0,Fantasy
19359,Dica Tejing Dui: Shenghua Weiji,,,21030,28331,82,0,
19360,Dica Tejing Dui: Jiqi Diguo,,,21029,28473,81,0,
19361,Dica Tejing Dui: Di Xin Chuanqi,,,21028,28178,84,0,
19362,Malasong Wangzi,,,18464,24846,133,0,Sports
19363,Kangri Xiao Yingxiong Yang Lai Xi,,,17781,28885,76,0,
19364,Xiao Huli Faming Ji,,,16428,25899,113,0,
19365,Shi Er Shengxiao: Wufu Waizhuan,,,15021,27905,86,0,Fantasy
19366,Shi Er Shengxiao: Yang Yang Deyi,,,15024,28381,82,0,Fantasy
19367,Shi Er Shengxiao: Mashang Jiu Hao,,,15018,25065,128,0,
19368,Shi Er Shengxiao: Long Xing Tianxia,,,15018,25517,119,0,Fantasy
19369,Shi Er Shengxiao: Tianxia Shu Tu,,,15020,28235,83,0,Fantasy
19370,Tomy Donghua,,,15830,28243,83,0,
19371,Se La,,,14807,27903,86,0,Fantasy
19372,Shenyong Meng Meng Tuan,,,15014,27789,87,0,Fantasy
19373,Jisu Zhi Xing,,,17566,27039,95,0,
19374,Tian Tian Hao Xiguan,,,15708,27319,92,0,Comedy
19375,Zhang Xiao He Donghua,,,17137,28077,85,0,Comedy
19376,Jingji Xueyuan,,,17520,28352,82,0,
19377,Ertong Kexue Guan,,,21308,27779,88,0,
19378,Tonghua Meng Gongchang,,,15843,28244,83,0,Fantasy
19379,Mutou Cun,,,18967,28708,78,0,
19380,Yesheng Dongwu Baobao,,,16897,28272,83,0,Fantasy
19381,Buffett Shenmi Julebu,,,20452,24678,136,1,
19382,Blue Period,7.79,239702,1116,481,517759,6698,Drama
19383,Kuaile Xinxin,,,18118,28872,76,0,
19384,Donghan Yanyi,,,21107,28332,82,0,
19385,Shuo Yue Yingxiong Chuan,,,15238,28639,79,0,
19386,Huan Yue Zuofang,,,22125,28575,80,0,Comedy
19387,Kuai Yue Jiating,,,18074,28697,78,0,
19388,Shenqi Da Maoxian,,,14994,27709,88,0,"Adventure, Fantasy"
19389,Shengxiao Shan Chuanqi,,,14979,27854,87,0,Fantasy
19390,Binggan Jing Zhang,,,20346,27037,96,0,"Comedy, Fantasy"
19391,Binggan Jing Zhang: Leyuan Jihua,,,20347,27038,96,0,"Comedy, Fantasy"
19392,Anyuan Xiaozi,,,19985,26524,103,0,
19393,Lei Bi Baobei Yu Ha Pai Leyuan,,,18253,28097,85,0,Fantasy
19394,Zhonghua Da Jiangtan,,,17215,28658,79,0,
19395,Chong Chong Jihua,,,20726,27518,90,0,Fantasy
19396,Senlin Yizu,,,14844,28630,79,0,
19397,Arnold and Kerry,,,20017,26815,99,0,
19398,Jin Luohao,,,17500,28351,82,0,Fantasy
19399,Yabo He Wen Li De Yiwen,,,16841,28679,79,0,
19400,Shuxue Long,,,15252,28638,79,0,
19401,Longgu Shan,,,18356,28573,80,0,
19402,Yunlong Chuanqi: Jiulong Zhan Ji,,,17080,26459,105,0,
19403,Kuangshi Qi Xia,,,18128,28694,78,0,Fantasy
19404,Nonodo De Shujia,,,19204,27712,88,0,
19405,Wudi YoYo,,,16271,27071,96,0,Fantasy
19406,Shinkansen Henkei Robo Shinkalion Z the Animation,6.47,312,7501,12775,1783,8,Sci-Fi
19407,Ding Laotou He Jiong GG,,,21041,26840,99,1,Comedy
19408,Xi Xiao Yijia Qin,,,16299,24916,131,0,Comedy
19409,Bobo Lixian Ji,,,20377,26319,107,0,"Adventure, Fantasy"
19410,Zhiduo Xingjimu,,,17182,27100,95,0,
19411,Xiao Chaoren Dui,,,16396,27213,94,0,Sci-Fi
19412,Xiao Ciwei Lan Doudou,,,16400,27554,90,0,
19413,Kaixin Nangua Cun,,,17729,27128,95,0,
19414,Waixingren Xiao Nano,,,16077,24977,130,0,
19415,Fengyun Qi Dui,,,21397,23423,173,0,"Fantasy, Sports"
19416,Yule Zong Dong Yuan,,,17063,26566,103,0,Comedy
19417,Xianggu Teqin Dui: Guoshu Xiao Yingxiong,,,16366,28374,82,0,
19418,Xianggu Teqin Dui: Ni Xi Xianggu Zhen,,,16368,28648,79,0,
19419,Xianggu Teqin Dui: Gangtie Xingqiu de Mimi,,,16365,28380,82,0,
19420,Xianggu Teqin Dui: Huluobo Ruqin,,,16367,24708,136,0,
19421,Xianggu Teqin Dui: Yingxiong Guilai,,,16369,28649,79,0,
19422,Ben Ben You Youji,,,20288,27341,92,0,
19423,Ben Ben You Youji: Chuanyue Huaxia,,,20289,22773,199,0,
19424,Ben Ben You Youji: Mala Xialingying,,,20290,25148,126,0,
19425,Tunshu Buluo,,,15941,28786,77,0,Fantasy
19426,Kuku Xiaoji Zheng Zhuan: Gou Gou Dao,,,18135,28094,85,0,Fantasy
19427,Kaixin Guo De Luse Jiayuan: Haha Senlin,,,17725,23725,162,0,Fantasy
19428,Tu Baobao Yu Hu Xingxing,,,15909,27865,87,0,Fantasy
19429,Koala Kai Xue La,,,17968,28051,85,0,
19430,Gou Gou Xiongxiong Le Fantian,,,21644,27998,86,0,Fantasy
19431,Wuxia Liezhuan,,,16286,28706,78,0,
19432,Qu Yuan Huicui,,,19795,27504,90,0,Comedy
19433,Jiong Le Hui,,,17554,28923,75,0,
19434,Pao Pao Yu Di Meili Shenghuo,,,19462,28451,81,0,Fantasy
19435,Jimu Gushi Hui,,,17490,28521,80,0,Fantasy
19436,Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,7.13,38651,3879,2454,92177,249,"Action, Adventure, Fantasy"
19437,Niehime to Kemono no Ou,7.92,31113,824,2370,97481,698,"Fantasy, Romance"
19438,Qi Qu Shijie,,,19699,28650,79,0,
19439,Qi E Buluo,,,19674,27719,88,0,Fantasy
19440,Duan Wei Gou: Pangxie Zhanzhu,,,21218,28319,83,0,Fantasy
19441,Shenqi De Baoshi,,,14997,27104,95,0,Fantasy
19442,Hanzi Da Zuozhan,,,21829,28857,76,0,
19443,Jia You Huobao,,,17425,28429,81,0,
19444,Chaoji Da Lotto,,,20617,26920,98,0,Comedy
19445,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",7.77,36127,1176,1993,125249,574,"Comedy, Romance"
19446,Ruyi Daoshang de Xiao Jingling,,,14632,28737,78,0,
19447,Meishu Guan Zhi Ye: Jindai Zhongguo Meishu Pian,,,18610,28170,84,0,
19448,Meishu Guan Zhi Ye: Jindai Guowai Meishu Pian,,,18609,27912,86,0,
19449,Meishu Guan Zhi Ye,,,18608,28136,84,0,
19450,Zuoyou Nao Zhili Kaifa,,,17313,28275,83,0,Fantasy
19451,Bobby Lu,,,20376,27040,96,0,
19452,Ji Ji Zaza,,,17414,28604,79,0,
19453,Conglin Lixian,,,20824,27689,88,0,Fantasy
19454,Haiyang Xiao Huoban,,,21791,28189,84,0,Fantasy
19455,Ka Le Lala,,,17643,28806,77,0,
19456,Jimu Zhi Dou Lei Ren Shu,,,17496,28082,85,0,Fantasy
19457,Sanguo Yanyi,,,14754,21803,248,0,"Action, Drama, Supernatural"
19458,Xiao Chong Chong You Da Zhihui,,,16396,26878,98,0,Fantasy
19459,Bai Li Xiong,,,20136,27034,96,0,Fantasy
19460,Bai Li Xiong: Shenmi Hei Yi Ren,,,20138,26911,98,0,Fantasy
19461,Bai Li Xiong: Meili de Da Senlin,,,20137,27148,94,0,Fantasy
19462,Bai Li Xiong: Yunwu Shan De Mimi,,,20139,26938,97,0,Fantasy
19463,Shouwei Mayi Cun,,,15181,23398,174,0,Fantasy
19464,Kele Gou,,,17847,27763,88,0,Comedy
19465,Shuihu Yingxiong Liezhuan,,,15208,27908,86,0,Comedy
19466,Zi Baobao Leyuan,,,17286,28558,80,0,
19467,Da Zui Tu Shuo Gushi,,,20902,28127,84,0,Fantasy
19468,Balagencang Chuanqi,,,20172,27681,88,0,
19469,Shaonian Sima Guang,,,14925,28633,79,0,
19470,Bai Ji Xuetang,,,20134,27819,87,0,
19471,Cai Shang Baodian,,,20508,27838,87,0,Fantasy
19472,Guoran Yi Ting,,,21726,27843,87,0,Fantasy
19473,Yuanlai Shi Zheyang,,,17040,28796,77,0,
19474,Xiaoyao You Shijie,,,16594,28764,78,0,
19475,"Tantei wa Mou, Shindeiru.",6.42,154478,7811,654,404147,3244,"Comedy, Mystery, Romance"
19476,Gushi Zhentou,,,21734,28855,76,0,
19477,Budai Heshang Yun Youji: Kanghong Fengyun,,,20446,27682,88,0,Fantasy
19478,Jiangziya Zhi Shang Hu Chuanshuo,,,17449,28198,84,0,Fantasy
19479,Jisu Shaonian,,,17565,27818,87,0,Sports
19480,Xuanfeng Sudu,,,16822,28392,82,0,
19481,Huanle Zhi Cheng,,,22153,28627,79,0,Fantasy
19482,Tai-Ari deshita.: Ojousama wa Kakutou Game nante Shinai,,,,6173,13867,28,"Comedy, Girls Love"
19483,Santa Company: Manatsu no Merry Christmas,5.23,1274,13424,11442,2657,3,Fantasy
19484,Yun Qi Feixing Riji,,,17070,27445,91,0,Fantasy
19485,Yun Qi Feixing Riji 2,,,17071,28073,85,0,Fantasy
19486,Yun Qi Feixing Riji 3,,,17072,27892,87,0,Fantasy
19487,Hong Hai Er Yu Daxueyuan,,,22022,28450,81,0,Fantasy
19488,Hong Hai Er: Papa Wa Xun Shi Ji,,,22023,28602,80,0,Fantasy
19489,Cangshu Leyuan,,,20522,27027,96,0,Fantasy
19490,Jin Tong Wang Shijie,,,17506,28802,77,0,
19491,Shengri Meng Jingling,,,14973,28120,84,0,Fantasy
19492,Tao Donghua Pian,,,15616,28641,79,0,Fantasy
19493,Gaotie Xia,,,21532,27999,86,0,
19494,Guaiwu Shan,,,21684,27810,87,0,
19495,Chaohu Chuanshuo,,,20615,25592,118,0,Adventure
19496,Bang Bang Quwei Yingyu,,,20189,27362,92,0,
19497,Congming Lun Wen Xu,,,20831,28306,83,0,
19498,Kuaile Xiao Fang Lian,,,18109,27902,85,0,
19499,Hua Jingling Zhandui,,,22113,28860,76,0,
19500,Lily Xun Yi,,,18305,28418,82,0,Comedy
19501,Yongchun Baihe Quan: Wuse Yu Chuanqi,,,16969,28573,80,0,
19502,Shaonian Tejing Dui,,,14928,28118,84,0,Adventure
19503,Mimi Zhao Mama,,,18736,28419,82,0,
19504,Kaka Lixian Ji,,,17740,28493,81,0,Adventure
19505,Jueshi Tu: Qihuan Zhi Lu,,,17623,28120,84,0,
19506,Jueshi Tu II: Yongheng Zhi Qu,,,17622,28883,76,0,
19507,Haoqi Tan Zhang,,,21837,23344,176,0,Fantasy
19508,Lulu and Zhu Zhu,,,18379,27909,86,0,Fantasy
19509,Shaonian Hua Tuo,,,14904,28632,79,0,
19510,Kaixin Lianlian Kan,,,17728,28825,77,0,Fantasy
19511,Xiao Chong Leshi,,,16397,28386,82,0,Fantasy
19512,Jimu Xiao Zhandui,,,17494,28522,80,0,Fantasy
19513,Rang Xiangxiang Fei,,,14504,28229,83,0,
19514,Xunzhao Xiao Tianshi,,,16836,28793,77,0,
19515,Xiongmao Zou Tianya,,,16801,28767,78,0,
19516,Dazhi You Huashuo,,,20983,28410,82,0,
19517,Xingqiu Weishi,,,16721,28501,81,0,
19518,Konglong Baobao Man Youji: Wenming Baodian,,,18012,28281,83,0,
19519,Konglong Baobao Man Youji: Wo Ai Wojia,,,18014,27579,89,0,
19520,Hanzi Hu Xiao Xia,,,21831,28039,85,0,
19521,Chufa Ba Lu Qi,,,20760,28020,85,0,
19522,Tu Bo Shu de Shenghuo,,,15910,28644,79,0,
19523,Huanle Zhen de Huanle Gushi,,,22152,28922,75,0,
19524,Jiqiren Dou Dou: Dou Dou Tongnian Zhi,,,17556,28525,80,0,
19525,Jiqiren Dou Dou: Dou Dou Xhengzhang Ji,,,17558,28804,77,0,
19526,Jiqiren Dou Dou: Huanle Dou Dou Ji,,,17558,28752,78,0,
19527,Jiqiren Dou Dou: Dou Dou Rizhi Lu,,,17556,28882,76,0,
19528,Dian Dian Gou,,,21020,28609,79,0,
19529,Kuaile Yoube,,,18122,28911,75,0,
19530,Tunshu Jiating Xiaoyuan Anquan Xilie,,,15943,28702,78,0,
19531,Tunshu Zhen Huwai Anquan Ji Zijiu Zi Hu Xilie,,,15947,28788,77,0,
19532,Tunshu Xiao Zhen: Le You Da Shijie,,,15944,28866,76,0,
19533,Tunshu Zhi Shi Wan Ge Weisheme,,,15950,28369,82,0,
19534,Tunshu Zhen Kuaile Shenghuo: Yanyu Leyuan,,,15947,28706,78,0,
19535,Bu Erduo De Gushi,,,20429,28303,83,0,
19536,Haixing Xiongdi,,,21790,28625,79,0,
19537,Senlin Hao Huoban: Kuaile Shenghuo,,,14842,28254,83,0,
19538,Jigokuraku,8.08,479501,584,233,879515,9471,"Action, Adventure, Supernatural"
19539,Kuaile Baobei: Bai Bian Zimu,,,18075,28872,76,0,
19540,Kuaile Baobei: Huoli Jiating,,,18081,28892,75,0,
19541,Kuaile Baobei: Xingqu Mofang,,,18082,28910,75,0,
19542,Kuaile Baobei: Duocai Shenghuo,,,18078,28873,76,0,
19543,Kuaile Baobei: Huanle Jiaqi,,,18080,28891,76,0,
19544,Kuaile Baobei: Cheng Chang Riji,,,18077,28948,74,0,
19545,Kuaile Baobei: Duo Mi Chengzhang Ji,,,18078,28909,75,0,
19546,Qi Qu Gong Fang: Jianzhi Baodian,,,19693,28248,83,0,
19547,Qi Qu Gong Fang: Shougong Baodian,,,19696,28142,84,0,
19548,Qi Qu Gong Fang: Buyi Shougong Baodian,,,19692,28353,82,0,
19549,Qi Qu Gong Fang: Keji Shougong Baodian,,,19694,28427,82,0,
19550,Qi Qu Gong Fang: Zhezhi Baodian,,,19697,28650,79,0,
19551,Qi Qu Gong Fang: Mofa Qiqiu Baodian,,,19695,28177,84,0,
19552,Tunshu Xuetang: Chengyu Gushi,,,15944,28812,77,0,
19553,Tunshu Xuetang: Jim Baike Changshi,,,15945,28889,76,0,
19554,Tenchi Souzou Design-bu: Idea 13,7.22,7862,3362,6158,13977,13,"Comedy, Fantasy"
19555,Dao Zhi,,,20960,22608,206,1,Avant Garde
19556,Tian Tian Quan Baobei: Gongfu Xueyuan,,,15710,28748,78,0,
19557,Tian Tian Quan Baobei: Feixing Leyuan,,,15709,28641,79,0,
19558,Tian Tian Quan Baobei: Mifeng Huayuan,,,15711,28526,80,0,
19559,Tian Tian Quan Baobei: Saiche Xiao Zhen,,,15712,28645,79,0,
19560,Fu Le Xunbao Lixian Ji,,,21420,28597,80,0,
19561,Xiqu Donghua Jijin,,,16803,28571,80,0,
19562,Feichang Xiaozi Ma Ming Jia,,,21347,24122,151,0,
19563,Xiaohu Da Guanjia,,,16567,28653,79,0,
19564,Baosheng Dadi: Qi Er Duo Bao,,,20238,27506,90,0,
19565,Kuaile de Allocca,,,18085,28786,77,0,
19566,Lele Hu de Jia,,,18260,28668,79,0,
19567,Dolls' Frontline,5.86,15884,11032,3261,56434,294,"Action, Drama, Sci-Fi"
19568,Hao Haizi Xiao Ketang,,,21833,28623,79,0,
19569,Qin Qin Xiao Ke,,,19753,28517,81,0,
19570,Xingfu Zai Shenbian: Dangdai Leifeng Guomingyi De Gushi,,,16704,28874,76,0,
19571,Tiexue Yang Jia Jiang,,,15760,28528,80,0,
19572,Gang Zi Tegong Dui,,,21522,28466,81,0,
19573,Long Gui: Long Xing Tianxia,,,18340,28533,80,0,
